AID	CLUSTER2	GSWGT3	GSWGT3_2
94718944	259	6836.1872	6327.5191
94718971	260	7644.0187	7228.5077
94718987	253	5623.945	5163.5082
94718998	258	4222.0308	3907.8773
94719270	210	7461.7004	6976.1165
94719279	210	7461.7004	6976.1165
94719932	207	2086.8829	1863.5494
94719933	207	 	1758.026
94719934	207	 	1956.6481
94719935	207	2931.1007	2788.1759
94719936	207	1904.7931	1758.026
94719978	210	7461.7004	6976.1165
95316359	472	5011.8102	4638.8906
95316851	472	6617.2897	6072.7956
95374971	470	3118.254	2886.2305
95374972	470	3319.996	3139.5288
95374973	470	3319.996	3139.5288
95374975	470	2996.4746	2801.4735
95500036	147	5003.2038	4568.0396
95500235	147	 	4788.1976
95500280	143	5990.7869	5469.7256
95500332	147	5081.6958	4610.4014
95500377	150	5595.6291	5192.3115
95500710	145	6494.3135	6043.0306
95500815	145	7839.4071	7512.6766
95500839	147	 	5836.7089
95501960	134	5277.0411	5057.1048
95504188	163	8471.1505	7860.5731
95504481	163	8260.8567	7238.039
95504484	163	8847.4938	8077.9645
95504487	163	7556.2025	6752.716
95504608	166	 	791.4031
95504620	161	7244.1197	6942.1996
95504707	166	1003.3238	894.7075
95504709	166	5330.3027	4834.905
95504902	166	1170.3152	1106.6996
95504947	169	5097.9635	4654.5574
95506022	171	5712.3334	5005.061
95506098	178	 	5208.2781
95506124	171	 	4146.9204
95506154	172	 	7285.9988
95506174	180	4391.5062	3924.5367
95506181	173	5384.149	4996.0743
95506202	176	 	4091.5501
95506230	177	 	1211.6208
95506309	176	4064.0039	3781.6006
95506395	178	523.4712	467.8081
95506426	171	 	4481.8163
95506482	173	 	5435.6373
95506680	173	4151.716	3978.681
95506684	173	4159.4687	4120.6406
95506926	171	4596.66	4265.3453
95507059	192	 	3855.5616
95507158	192	 	4028.0218
95507311	195	7592.9067	6932.4977
95507914	195	6468.1675	6226.5785
95508034	157	 	3720.696
95508271	160	19726.534	18010.7773
95508323	151	1173.8053	1064.7119
95508339	157	 	590.5098
95508931	157	 	4735.5509
95508984	153	5290.2256	4717.5243
95540910	145	750.2177	680.1211
95543606	186	9656.1416	8460.5668
95544983	163	8260.2003	7494.1201
95544985	163	8260.2003	7494.1201
95548074	160	20287.9273	17775.9782
95548969	154	4140.8707	3853.126
95570097	148	4964.9376	4758.0091
95570121	141	 	2349.3822
95570123	141	2198.9905	2046.185
95570184	143	5990.7869	5469.7256
95570294	148	 	4327.2804
95570299	148	 	4371.0968
95570326	141	3033.4346	2807.7224
95570353	142	 	705.8932
95570376	150	5134.0107	4657.8644
95570450	142	5221.1641	4844.8369
95570588	143	1091.1014	989.1542
95570621	141	 	820.5237
95570692	148	4346.9177	3968.8354
95570852	142	 	5192.8862
95571018	135	3444.468	3220.3128
95571100	136	4085.7016	3692.2629
95571112	135	 	4037.8593
95571160	134	5153.9276	4795.7867
95571204	136	2438.3949	2268.9535
95571306	136	3797.7998	3485.3034
95571316	135	 	3280.7793
95571319	135	4128.2111	3830.6609
95571601	136	3495.8871	3063.0439
95571657	132	10593.935	9830.3531
95571669	134	5305.9843	4844.4852
95571674	140	2360.3706	2104.8451
95571679	140	2360.3706	2104.8451
95571708	136	2387.5016	2215.417
95571819	135	3401.9086	3086.4036
95571877	140	 	2253.3651
95571913	135	4424.0154	3876.256
95572073	120	6586.3539	5770.8647
95572078	120	5254.1514	5035.1691
95572102	116	5496.1283	5114.2082
95572107	116	 	5791.4247
95572108	116	7212.4594	6692.605
95572111	115	5382.1419	4882.9831
95572115	115	5145.3558	4774.4926
95572206	116	5678.9247	4975.7888
95572224	111	2757.769	2462.6388
95572227	111	3121.1406	2888.9023
95572285	113	1829.5797	1693.4441
95572289	113	1670.4085	1550.0101
95572291	118	2371.4706	2165.207
95572306	116	5283.519	5063.3127
95572316	115	 	7434.132
95572318	115	4274.5154	3977.4839
95572329	111	3121.1406	2888.9023
95572376	120	6586.3539	5770.8647
95572386	113	 	1222.1643
95572398	118	3862.0151	3383.8398
95572402	116	6343.1319	5791.4247
95572405	116	5228.6738	4743.7481
95572443	119	4713.8846	4273.4424
95572804	116	 	6001.6705
95572847	119	6099.1944	5533.5336
95572872	120	5254.1514	5035.1691
95572876	120	 	3953.5098
95572903	116	5283.519	5063.3127
95572917	115	6085.7653	5556.4431
95572921	111	5592.2941	5132.1404
95572925	111	 	1369.0092
95572927	111	 	1555.5574
95572981	113	1006.9524	964.9847
95572982	113	2005.0891	1840.1033
95572984	113	1006.9524	964.9847
95572985	113	1143.0439	1037.034
95573031	187	6417.8785	5669.0149
95573193	188	 	5489.2167
95573219	185	4147.1188	3921.6911
95573230	187	4686.0988	4278.5155
95573233	187	4686.0988	4278.5155
95573293	188	 	10545.4459
95573294	188	6040.8703	5515.4529
95573333	187	6790.9573	5950.1351
95573407	186	5497.5359	5101.2886
95573412	185	2207.4516	2002.7248
95573415	185	2827.2951	2581.3852
95573618	185	3055.7755	2856.9152
95573921	181	4141.7662	3754.7799
95573939	187	 	4204.8212
95573949	189	2977.8229	2853.7133
95573950	182	3633.5519	3371.6554
95573951	182	 	5288.7296
95573954	182	3680.2767	3424.5382
95573956	182	4088.7548	3709.5492
95573957	182	4088.7548	3709.5492
95573958	182	 	3709.5492
95573994	188	5276.3858	5056.4769
95574031	167	5409.6993	5033.7851
95574234	167	6309.7985	5855.0054
95574295	168	7157.7292	6359.9529
95574333	167	5392.2644	4892.1667
95574408	166	 	1373.183
95574415	165	5868.1375	5436.9913
95574502	166	872.9691	791.4031
95574503	166	1003.3238	894.7075
95574529	161	 	7013.0051
95574591	168	7805.2482	7242.6672
95574604	166	1373.1817	1283.8194
95574608	166	1373.1817	1283.8194
95574615	165	5054.2399	4843.5895
95574617	165	4839.1529	4418.2574
95574638	167	 	5855.0054
95574733	167	5187.4427	4625.8683
95574745	169	4885.4636	5074.9333
95574790	168	7283.1749	7677.5382
95574804	166	 	1237.2819
95574839	167	 	5227.1697
95574937	167	10638.5992	10195.2041
95574944	169	5945.0112	5531.8987
95574998	168	7171.7988	7104.851
95575014	125	 	5611.9751
95575018	125	4558.2313	3993.854
95575026	121	2441.6867	2213.5475
95575029	121	8419.7083	6548.9392
95575031	127	3369.7936	3135.6303
95575062	124	4667.9309	4235.0105
95575073	130	3106.3491	2976.8828
95575081	123	 	2926.4456
95575100	126	3462.0732	3236.7724
95575122	121	 	4840.3943
95575134	127	3803.78	3451.004
95575153	122	6311.9199	6113.6429
95575166	124	4667.9309	4235.0105
95575181	123	4451.2973	4064.1364
95575203	126	 	2026.6633
95575206	126	3462.0732	3236.7724
95575211	125	4558.2313	3993.854
95575222	121	 	2568.9049
95575241	129	2143.934	1938.5789
95575243	129	1890.1688	1830.7928
95575244	129	1508.407	1445.5397
95575255	122	7649.3625	6912.7557
95575259	122	2056.4744	1864.3275
95575294	128	3861.6261	3700.6814
95575309	126	2561.1111	2321.8135
95575313	125	5793.9821	5611.9751
95575319	125	4932.0091	4726.453
95575322	121	1964.2826	1781.7224
95575329	121	8060.9755	7461.5434
95575331	127	 	4451.2781
95575337	127	 	6021.7545
95575351	122	 	6113.6429
95575357	122	3942.0809	3575.7043
95575377	130	3106.3491	2976.8828
95575379	130	4891.4844	4466.0373
95575386	123	4357.9461	4055.1171
95575404	126	3202.279	3028.2106
95575426	121	2807.1601	2654.5694
95575461	124	5163.0286	4523.7684
95575462	124	5675.6128	5181.9645
95575621	121	1964.2826	1781.7224
95575628	121	 	4840.3943
95575678	130	3106.3491	2976.8828
95575805	126	2701.3242	2513.6121
95575825	121	5240.9089	4869.0416
95575860	124	5163.0286	4523.7684
95575940	129	1545.7363	1467.0723
95575941	129	1637.4896	1519.4638
95575945	129	992.6089	922.1786
95575946	129	1460.6284	1305.3129
95575982	123	4698.9391	4503.0969
95575985	123	6937.7795	6078.7786
95576034	177	4108.4651	3937.2326
95576037	177	4108.4651	3937.2326
95576039	177	3964.6006	3689.1047
95576041	179	2180.2116	2023.0679
95576052	172	1068.1121	954.5347
95576064	174	4035.7217	3744.8379
95576091	178	5059.0016	4707.457
95576114	175	3741.9942	3394.9484
95576115	175	 	3473.4056
95576158	172	4955.5097	4524.4938
95576236	177	 	785.7631
95576262	174	3438.5903	3199.6464
95576307	176	3586.9735	3254.3049
95576323	171	4441.1263	4256.0292
95576363	174	957.7831	854.0969
95576414	175	5448.1259	4773.5663
95576435	177	4681.5498	4274.3622
95576447	179	2180.2116	2023.0679
95576471	180	 	5101.8674
95576482	173	4870.4481	4532.0058
95576519	175	 	6073.2795
95576759	172	7249.9764	6352.3208
95576763	174	4035.7217	3744.8379
95576814	175	3586.0547	3473.4056
95576815	175	4898.7437	4558.3353
95576817	175	3741.9942	3394.9484
95576841	179	2180.2116	2023.0679
95576852	172	7249.9764	6352.3208
95576898	178	672.8885	610.3503
95576904	176	 	3672.3652
95577054	192	 	4068.9438
95577061	194	 	7348.9983
95577129	191	 	1268.8091
95577224	191	1800.3829	1725.3466
95577227	191	2629.0303	2303.517
95577228	191	1068.1175	993.8951
95577267	194	 	6018.6759
95577321	191	1068.1175	993.8951
95577363	194	 	6018.6759
95577783	193	 	5443.2174
95577862	194	2105.3838	1877.4623
95577884	193	7767.7408	6805.9782
95577923	191	 	1643.2519
95577926	191	2099.4828	1948.1578
95577928	191	1026.6911	959.8773
95578006	156	5029.5083	4494.697
95578046	159	7383.6513	6469.4447
95578083	153	1538.6268	1424.2111
95578106	156	5029.5083	4494.697
95578109	156	 	5543.9722
95578113	155	4970.9517	4625.5256
95578126	151	 	8505.4403
95578148	159	7331.7242	6803.2735
95578195	158	4928.6456	4586.1593
95578196	158	4187.286	3798.9423
95578206	156	3513.7201	3241.5579
95578218	155	8888.6837	7788.1316
95578234	157	635.6093	590.5098
95578307	156	5029.5083	4494.697
95578380	153	 	1705.6888
95578413	155	 	2494.9142
95578486	153	 	1096.7335
95578614	155	4272.2647	3876.0398
95578642	159	 	5023.2502
95578685	153	4131.1776	3745.1807
95578687	153	 	1705.6888
95578741	159	9861.2567	8911.6523
95578818	155	1935.9467	1756.02
95578886	153	1080.7927	1004.1053
95578894	158	3891.4236	3729.237
95578911	155	 	7415.4889
95578939	157	8056.9471	6532.4382
95578948	159	 	5895.9116
95578963	154	7666.813	7116.889
95578995	158	5538.9149	5057.1561
95579175	110	3419.784	3312.358
95579178	110	12583.0878	11025.1132
95579232	107	4933.8089	4399.6921
95579234	107	 	3919.3049
95579237	107	5168.8995	4688.5025
95579245	109	2772.227	2565.9507
95579263	104	2885.5464	2765.2827
95579266	104	 	3947.5575
95579269	104	 	2961.0748
95579276	110	8144.6244	7557.5821
95579293	108	3551.1211	3242.2549
95579332	107	 	3919.3049
95579379	110	12583.0878	11025.1132
95579931	107	 	3955.5543
95579936	107	3816.3933	3459.8083
95579937	107	4083.0127	3648.8467
95579941	109	3026.9393	2763.6649
95579943	109	2771.4505	2578.8654
95579944	109	2759.9196	2560.9921
95579947	109	2759.9196	2560.9921
95579960	104	3224.1721	3048.9136
95579962	104	2712.1173	2516.6353
95579978	110	 	7117.682
95579982	103	4693.0663	4497.4689
95579986	103	4688.1908	4350.2788
95579989	103	5311.5694	4653.9176
95579994	108	5214.9749	4712.7911
95593009	186	4010.6698	3661.8334
95593101	186	4947.5482	4603.7484
95593202	186	4947.5482	4603.7484
95593302	186	4947.5482	4603.7484
95593907	186	4010.6698	3661.8334
95614178	370	4191.5668	3737.8025
95619165	304	4585.8873	4160.5759
95619167	304	 	8083.8493
95619465	304	6983.3378	6642.8201
95619962	304	5416.8484	5191.0852
95624976	370	5747.7015	5508.149
95646127	371	608.6221	551.7555
95676153	372	2975.397	2697.3905
95676729	371	6459.8375	5866.707
95676822	371	4908.2937	4481.3846
95678073	360	6125.8706	5700.1904
95678077	360	6323.5976	6060.043
95678275	360	6125.8706	5700.1904
95710081	243	7892.3759	7305.1188
95710117	245	4583.8874	4285.5825
95710158	242	5725.1367	5352.5629
95710214	245	6116.8765	5784.3774
95710236	247	8478.9231	7781.2473
95710254	242	4914.5365	4674.8966
95710285	243	5810.0489	5397.7984
95710480	243	7889.5835	6912.735
95710552	242	3879.2698	3561.6709
95710589	243	 	5011.8254
95710977	250	8898.1694	8414.4858
95710984	243	6262.5302	5796.8345
95711267	234	5485.0775	5076.943
95711366	234	4522.7422	4228.4164
95711369	234	5485.0775	5076.943
95711964	234	9644.7451	8851.1413
95711978	240	4129.9162	3861.1543
95712176	220	7976.5133	7320.1776
95712290	218	3293.467	3048.4062
95712297	218	3797.8132	3550.6635
95712312	215	6976.1579	6457.0749
95712317	215	6976.1579	6457.0749
95712342	219	13293.0994	12199.2961
95712398	218	3293.467	3048.4062
95712913	215	6976.1579	6457.0749
95712917	215	7281.3923	6682.2536
95712945	219	 	1569.3111
95712992	218	4574.5983	4390.5236
95713308	286	5813.7319	5435.3925
95713335	287	5211.8407	4872.6705
95713806	286	591.1996	545.6468
95714010	265	18464.4014	17564.0504
95714020	261	 	6609.0283
95714098	268	1460.8607	1304.5228
95714226	261	 	6609.0283
95714230	267	4244.7159	3897.1977
95714281	263	6855.9459	6483.2727
95714322	261	6360.4506	5946.5325
95714334	267	2082.8158	1922.3318
95714483	263	8642.7568	8022.8305
95714841	269	3877.8686	3705.4829
95714886	263	6855.9459	6483.2727
95714890	268	4420.8963	4080.2597
95714891	268	9947.4237	9128.9145
95714924	261	6988.9302	6609.0283
95715028	221	 	5869.5039
95715097	228	3993.41	3776.3376
95715229	221	4490.672	4144.6592
95715323	221	7805.4516	7224.6624
95715327	221	7805.4516	7224.6624
95715358	222	2440.463	2202.5579
95715359	222	3038.286	2830.5238
95715368	224	5604.1449	5239.4448
95715393	228	6058.7763	5560.2388
95715395	228	6058.7763	5560.2388
95715924	221	1681.3094	1501.3795
95715935	227	8413.2188	7865.7131
95715937	227	8413.2188	7865.7131
95715952	222	4237.1144	3958.6799
95715983	223	2797.0385	2588.9161
95715986	223	 	2588.9161
95715988	223	2797.0385	2588.9161
95716028	271	3114.2291	2911.5649
95716087	273	7215.1775	6822.9774
95716098	278	4589.4872	4365.6971
95716099	278	5761.4685	5333.0328
95716130	277	5999.9981	5553.5493
95716150	272	3262.0412	3019.3187
95716191	278	3437.544	3156.1095
95716211	275	5883.9693	5446.154
95716214	275	 	6632.2695
95716234	277	1511.4605	1349.7074
95716238	277	5656.6238	5373.3668
95716292	278	 	1338.3749
95716339	277	5999.9981	5553.5493
95716862	274	4048.3288	3828.2712
95716882	273	8974.7152	8236.2438
95716891	278	1077.5679	989.3465
95716901	276	5077.9068	4660.0787
95716903	276	4639.4574	4294.244
95716904	276	4639.4574	4294.244
95716906	276	4432.9901	4192.0231
95716932	277	1254.1778	1157.5416
95716970	280	678.0287	650.7459
95716973	280	678.0287	650.7459
95716975	280	697.2291	630.4455
95716976	280	725.1709	665.5012
95717168	294	6855.6239	6409.4815
95717268	294	6967.0335	6448.6294
95717362	294	2202.587	2038.7978
95717364	294	4645.2715	4264.9595
95717368	294	6932.9093	6556.0526
95717469	294	7335.9274	6881.16
95717861	294	5508.3528	5239.7575
95717914	295	6312.6708	5901.8621
95717916	295	6312.6708	5901.8621
95717919	295	6569.2232	6080.4195
95717951	292	6840.6631	6395.4943
95717957	292	10568.383	9698.7791
95718107	256	3684.6245	3382.9614
95718187	253	1203.4133	1104.8889
95718215	255	3569.9227	3277.6503
95718216	255	 	3277.6503
95718296	258	4222.0308	3907.8773
95718313	255	 	1376.9617
95718387	253	1203.4133	1104.8889
95718482	253	 	924.1045
95718486	253	1001.2525	924.1045
95718684	253	 	1049.7942
95718886	253	1097.0053	979.6063
95718900	256	3684.6245	3382.9614
95718908	256	1505.5581	1382.2969
95718918	255	7730.1767	7309.9824
95718925	251	7784.4896	7205.2601
95718926	251	11200.1548	10278.5664
95718971	260	7644.0187	7228.5077
95719270	210	7461.7004	6976.1165
95719279	210	7461.7004	6976.1165
95719930	207	1904.7931	1758.026
95719932	207	1904.7931	1758.026
95719935	207	2789.8934	2605.4653
95719936	207	1592.4292	1412.1511
95719937	207	1883.0376	1737.9468
95719973	210	11045.896	10445.4669
95719975	210	13428.0402	12428.8845
95719977	210	13428.0402	12428.8845
96316056	472	2883.4201	2661.2483
96316155	472	5080.8572	4804.6737
96316353	472	4878.8987	4561.3953
96316453	472	5011.8102	4638.8906
96374972	470	3118.254	2886.2305
96374974	470	2996.4746	2801.4735
96374975	470	3802.993	3490.0693
96374976	470	3802.993	3490.0693
96374977	470	2996.4746	2801.4735
96500056	142	 	5341.9163
96500070	150	7404.0133	7095.4291
96500182	143	8025.034	7171.6944
96500221	141	2198.9905	2046.185
96500257	142	4535.1483	4140.6943
96500282	143	6669.8991	6174.9951
96500381	143	8025.034	7171.6944
96500655	142	5249.0338	4884.284
96500658	142	4535.1483	4140.6943
96500815	145	5820.1113	5400.6136
96500870	150	9192.5184	8054.3471
96500920	141	4174.7555	3831.2419
96500981	143	 	10128.1683
96501251	132	13974.1947	12243.9802
96501966	134	6007.0841	5574.1098
96503202	186	4466.6657	4052.4113
96503800	186	9656.1416	8460.5668
96503834	187	5194.9701	4833.9772
96504102	166	1003.3238	894.7075
96504204	166	437.0126	403.3401
96504296	168	 	7161.2041
96504341	169	5097.9635	4654.5574
96504509	166	 	7551.2531
96504821	161	7244.1197	6942.1996
96506041	179	 	2906.6288
96506057	172	6078.2103	5655.8419
96506097	178	 	5208.2781
96506122	171	 	4481.8163
96506158	172	 	4690.4559
96506274	180	5639.2065	5404.1759
96506282	173	4151.716	3978.681
96506342	179	3501.2606	3213.1645
96506354	172	4125.5473	3740.0764
96506359	172	 	4844.9433
96506449	179	2290.3627	2175.6722
96506692	178	5377.1924	5208.2781
96506722	171	4001.1461	3706.3739
96506790	178	 	4707.457
96506929	171	2946.3323	2673.079
96506942	179	2296.8059	2083.792
96506967	174	4591.212	4399.8597
96507057	192	6324.0551	5541.0424
96508069	154	3806.8963	3408.0494
96508135	157	5199.4991	4824.7334
96508285	153	4419.2162	4105.6519
96508532	157	5938.3466	5496.7579
96508834	157	4075.1399	3720.696
96508876	160	18458.147	16746.2733
96508947	159	7383.6513	6469.4447
96508974	160	 	21769.1875
96540219	145	 	4700.0514
96544206	166	1373.1817	1283.8194
96544208	166	 	1325.1562
96544308	166	1003.3238	894.7075
96546779	180	 	5101.8674
96548261	154	4354.3052	4112.738
96570059	142	465.1496	421.6883
96570072	150	5134.0107	4657.8644
96570085	143	8025.034	7171.6944
96570129	141	2483.7148	2280.3711
96570188	143	 	1484.6157
96570213	145	7763.6982	7473.7204
96570285	143	 	9773.9381
96570416	145	 	1141.9465
96570418	145	 	4700.0514
96570488	143	6574.9294	5863.1506
96570490	148	5718.2011	5010.2022
96570520	141	2474.0948	2295.7688
96570525	141	3168.6881	2776.3571
96570596	148	5362.7905	4990.136
96570612	145	7839.4071	7512.6766
96570735	147	 	5842.7758
96570819	145	5014.5985	4578.4433
96570870	150	9192.5184	8054.3471
96570875	150	6425.8923	5979.3639
96570891	148	5718.2011	5010.2022
96571008	136	2295.869	2200.1819
96571013	135	4424.0154	3876.256
96571113	135	6190.3687	5681.0033
96571117	135	3122.0885	2905.1379
96571169	134	6255.1747	5480.6905
96571211	135	 	3280.7793
96571214	135	4384.1483	4145.8362
96571272	140	7448.0872	6911.2494
96571311	135	4524.6946	4336.1146
96571373	140	 	1981.0561
96571400	136	2806.819	2654.2469
96571509	136	2806.819	2654.2469
96571565	134	5505.7382	4995.1166
96571605	136	2377.3289	2200.4362
96571675	140	6643.6377	5937.1885
96571709	136	2961.1146	2703.5655
96571818	135	4424.0154	3876.256
96571819	135	4524.6946	4336.1146
96571859	132	13974.1947	12243.9802
96571874	140	861.7878	813.9777
96571911	135	 	3280.7793
96572003	116	 	4743.7481
96572063	114	 	4213.7822
96572112	115	5382.1419	4882.9831
96572166	114	5335.0111	4674.4568
96572177	120	5549.3713	5163.7514
96572191	118	3269.0005	3041.8411
96572196	118	2035.0805	1888.3975
96572197	118	2188.7672	2120.0112
96572201	116	 	10438.5002
96572221	111	2678.8162	2504.4873
96572224	111	 	1805.7513
96572225	111	3621.1704	3475.4602
96572227	111	1688.8507	1532.2207
96572260	114	5444.7236	5148.7612
96572283	113	1812.9489	1714.4012
96572286	113	1006.9524	964.9847
96572289	113	1812.9489	1714.4012
96572295	118	2277.5883	2066.3567
96572298	118	2277.5883	2066.3567
96572318	115	8226.2954	7434.132
96572319	115	5382.1419	4882.9831
96572324	111	1497.4815	1555.5574
96572364	114	4845.7178	4396.3088
96572365	114	5444.7236	5148.7612
96572382	113	1369.0866	1278.5821
96572386	113	1829.5797	1693.4441
96572387	113	988.7843	882.9668
96572388	113	 	1222.1643
96572441	119	5001.6585	4566.6288
96572463	114	5404.6118	5029.0511
96572472	120	3522.1379	3272.2255
96572477	120	3625.5264	3286.775
96572565	114	4338.1476	3960.8281
96572648	119	 	6207.9794
96572664	114	4845.7178	4396.3088
96572870	120	9657.7109	8727.7073
96572874	120	5549.3713	5163.7514
96572906	116	7212.4594	6692.605
96572909	116	7212.4594	6692.605
96572912	115	 	4632.824
96572915	115	 	4984.0236
96572916	115	 	5303.3406
96572923	111	5592.2941	5132.1404
96572972	120	4330.1321	3953.5098
96572976	120	 	3272.2255
96572982	113	988.7843	882.9668
96572985	113	1052.6031	971.4985
96572995	118	3795.925	3637.7186
96573010	185	2827.2951	2581.3852
96573011	185	4750.4466	4359.5631
96573014	185	4147.1188	3921.6911
96573108	186	3452.1521	3129.5999
96573219	185	2839.1615	2720.831
96573250	182	 	3424.5382
96573253	182	 	4850.6442
96573257	182	3680.2767	3424.5382
96573291	188	 	5541.7895
96573390	188	6392.7438	5931.9723
96573416	185	2962.9516	2677.6297
96573436	187	4905.8311	4450.847
96573617	185	3776.2077	3495.2271
96573699	188	 	10545.4459
96573838	187	5548.4574	5148.5397
96573891	188	5276.3858	5056.4769
96573929	181	 	2719.9503
96573941	189	3043.434	2816.9777
96573944	189	3583.0636	3388.2966
96573947	189	3014.0105	2796.7689
96573948	189	 	3614.2609
96573949	189	3043.434	2816.9777
96573950	182	3681.3078	3407.3885
96573952	182	4116.6975	3606.9887
96573954	182	3537.5391	3307.3272
96573955	182	3633.5519	3371.6554
96573957	182	4319.576	4084.7739
96573995	188	4775.7602	4258.7532
96573998	188	3537.0428	3286.0729
96573999	188	6040.8703	5515.4529
96574010	165	6026.6409	5592.2571
96574113	165	8612.9677	7972.4882
96574198	168	8031.3409	7473.2516
96574316	165	1446.2158	1292.4329
96574390	168	7377.468	6693.2556
96574395	168	6962.2226	6221.8968
96574411	165	3911.6528	3488.191
96574419	165	4839.1529	4418.2574
96574438	167	 	5033.6254
96574589	163	9138.4618	8851.3943
96574590	168	8031.3409	7473.2516
96574615	165	 	1185.787
96574616	165	5526.5603	4866.9078
96574632	167	6309.7985	5855.0054
96574805	166	872.9691	791.4031
96575017	125	5948.4899	5396.806
96575056	122	3875.0662	3538.0242
96575057	122	3875.0662	3538.0242
96575058	122	6116.4627	5861.541
96575066	124	4713.8081	4374.0497
96575067	124	5514.5889	5131.386
96575073	130	4811.7724	4477.4075
96575074	130	2749.437	2409.0155
96575079	130	 	2409.0155
96575131	127	4470.2735	3916.7867
96575155	122	6116.4627	5861.541
96575156	122	4901.0218	4446.4838
96575157	122	3124.7388	2907.6041
96575159	122	3124.7388	2907.6041
96575171	130	 	8054.8652
96575174	130	1438.7761	1283.0193
96575187	123	 	7228.8404
96575210	125	4558.2313	3993.854
96575213	125	3651.7358	3334.1184
96575244	129	2229.8531	2046.3729
96575247	129	1481.4353	1385.0282
96575249	129	 	1742.1782
96575261	124	5675.6128	5181.9645
96575280	123	4357.9461	4055.1171
96575286	123	4698.9391	4503.0969
96575289	123	 	7228.8404
96575295	128	3651.1567	3397.4417
96575296	128	3651.1567	3397.4417
96575298	128	5087.1284	4597.2558
96575306	126	3462.0732	3236.7724
96575327	121	2230.352	2121.5968
96575355	122	3875.0662	3538.0242
96575384	123	4825.1188	4477.3374
96575388	123	4451.2973	4064.1364
96575391	128	 	2483.3594
96575407	126	2627.7561	2432.7776
96575428	121	 	1533.8089
96575578	130	4811.7724	4477.4075
96575806	126	4053.1216	3751.5363
96575835	127	4470.2735	3916.7867
96575862	124	7328.0944	6622.4246
96575877	130	3106.3491	2976.8828
96575906	126	3248.6246	2966.0686
96575926	121	 	6548.9392
96575940	129	2024.6649	1943.1955
96575942	129	1003.7991	921.6173
96575944	129	1092.7293	1003.2667
96575947	129	1541.2103	1434.1133
96575948	129	1637.4896	1519.4638
96575949	129	992.6089	922.1786
96575950	122	4247.2379	3847.2053
96575978	130	 	5479.4993
96575990	128	4823.2278	4380.3678
96575995	128	3651.1567	3397.4417
96575996	128	4623.7166	4290.4517
96576087	173	6065.7783	5538.1945
96576144	179	2296.8059	2083.792
96576167	174	 	666.8659
96576200	176	3586.9735	3254.3049
96576203	176	3586.9735	3254.3049
96576212	175	3930.2902	3588.445
96576215	175	5448.1259	4773.5663
96576261	174	4035.7217	3744.8379
96576267	174	4455.196	4073.8209
96576287	173	5772.8612	5120.7421
96576295	178	4721.7919	4219.7016
96576338	177	4550.2712	3986.8795
96576430	177	4550.2712	3986.8795
96576456	172	6232.1187	5972.3767
96576487	173	4151.716	3978.681
96576497	178	5293.5333	4911.9898
96576501	176	3750.8989	3498.5591
96576531	177	 	5203.0166
96576632	177	4550.2712	3986.8795
96576639	177	2754.1232	2558.7051
96576720	171	 	2934.5025
96576723	171	3962.5051	3687.1548
96576750	172	4657.3414	4162.1044
96576844	179	2019.6057	1879.2654
96576865	174	5268.8986	4616.5301
96576905	176	3586.9735	3254.3049
96576922	171	4165.2446	3802.9637
96576994	178	523.4712	467.8081
96577123	191	 	1948.1578
96577156	192	5559.066	5158.3837
96577222	191	1026.6911	959.8773
96577224	191	2099.4828	1948.1578
96577263	194	7658.2728	6948.0175
96577284	193	5242.8999	4865.006
96577322	191	1336.5433	1194.4224
96577323	191	2629.0303	2303.517
96577324	191	1068.1175	993.8951
96577354	192	6324.0551	5541.0424
96577615	195	5814.3407	5410.3084
96577686	193	5635.9363	5244.3011
96577687	193	5404.3847	4819.325
96577860	194	5869.7605	5446.6841
96577922	191	3345.7948	3070.491
96577924	191	 	3579.5113
96577928	191	2629.0303	2303.517
96577929	191	1068.1175	993.8951
96577964	194	6001.8291	5584.7685
96578080	153	4328.1389	3867.9076
96578138	157	 	4735.5509
96578210	155	 	7684.2434
96578239	157	4947.5857	4491.7023
96578266	154	4086.1876	3730.7828
96578283	153	1080.7927	1004.1053
96578284	153	 	1315.9749
96578293	158	4783.0928	4190.8743
96578347	159	 	5895.9116
96578399	158	4928.6456	4586.1593
96578410	155	4799.7506	4459.1856
96578431	157	3682.6569	3421.355
96578483	153	1227.2307	1096.7335
96578484	153	4131.1776	3745.1807
96578569	154	 	4498.5348
96578582	153	1280.6384	1160.9818
96578598	158	5538.9149	5057.1561
96578615	155	4624.9344	4222.671
96578810	155	7160.031	6861.6156
96578839	157	5493.6058	5264.6436
96578896	158	5538.9149	5057.1561
96578900	156	 	4025.7056
96578942	159	7331.7242	6803.2735
96578997	158	 	5513.8927
96579178	110	7795.7321	7117.682
96579230	107	4083.0127	3648.8467
96579233	107	 	3648.8467
96579236	107	5095.2333	4527.3358
96579238	107	 	3579.8183
96579244	109	2771.4505	2578.8654
96579257	102	11143.007	9707.6407
96579261	104	2949.1243	2729.6854
96579262	104	3224.1721	3048.9136
96579265	104	 	3502.2625
96579267	104	2596.0789	2351.5632
96579268	104	2949.1243	2729.6854
96579270	110	10333.6	9615.5292
96579271	110	12583.0878	11025.1132
96579296	108	3668.3924	3214.1905
96579330	107	 	3919.3049
96579332	107	3072.8872	2854.8513
96579370	110	7795.7321	7117.682
96579376	110	 	3312.358
