AID	PTWGT3	PTWGT3_2
96571272	8605.86964321	7496.722131116
96571311	4740.316924149	4474.807478465
96571400	3488.708196818	3139.595224778
96571509	3488.708196818	3139.595224778
96571565	7971.034960078	6985.558579525
96571605	2711.015311727	2494.963255859
96571675	8452.107911493	8625.2225717
96571709	3230.75226931	2747.794954117
96571818	4691.153111113	4148.580552373
96571819	4878.454200492	4729.079193686
96571859	17567.382417909	13940.889553957
96571911	 	3400.575420372
96572003	 	5142.901870811
96572112	5762.670419928	5246.714841547
96572166	5441.155964775	5022.25958616
96572177	6935.535527032	6844.145172413
96572191	3739.773371969	3972.132479569
96572196	2276.798949478	2455.122293247
96572197	2681.40149118	2520.644279337
96572201	 	10755.715533638
96572224	 	3446.159930346
96572225	6801.939878286	6337.937910546
96572227	2798.913938929	2488.945545647
96572260	5976.91675425	6057.560753568
96572283	2211.997722966	2034.91484742
96572286	1082.900150774	1038.98000462
96572289	2211.997722966	2034.91484742
96572298	2715.124282669	2705.825538497
96572318	7802.396256384	7591.840810524
96572319	5762.670419928	5246.714841547
96572324	2306.5844215	2586.879819142
96572364	5019.067104641	4715.291714673
96572365	5807.675644786	5731.859639295
96572382	1548.224358672	1320.111042958
96572387	1268.582766568	1040.866978114
96572388	 	1248.95819348
96572441	6071.974812909	4816.853485397
96572463	5367.143457664	5191.800119963
96572472	3348.314761094	3412.054710058
96572477	4241.273524711	4212.744382209
96572565	4199.431661512	3985.36134166
96572648	 	6235.679864236
96572664	4689.390091262	4468.744499856
96572870	12100.355712406	10318.555397967
96572874	7286.831407918	7076.655181329
96572906	6674.936876748	6385.322533209
96572909	7684.984272196	6953.218287996
96572912	 	5081.412259311
96572915	 	5364.50877379
96572916	 	5528.250443551
96572972	5368.224815446	4907.975816837
96572976	 	3895.695454684
96572982	1039.445659059	851.82948266
96572985	1187.603864533	938.592597306
96572995	4266.509189819	4556.915344588
96573010	3434.283745684	3016.921989245
96573011	5943.718060186	5586.700194891
96573108	3983.981502209	3330.204965913
96573250	 	3424.5382
96573253	 	5073.714178542
96573257	4497.121356349	3691.037087072
96573291	 	5891.266197123
96573390	8495.522076548	7448.773069205
96573416	4356.109572337	3791.337599462
96573436	5554.507641348	5140.71905607
96573699	 	11864.68519884
96573838	6065.67207813	6105.097735601
96573891	6209.219602917	5358.297111754
96573949	3863.87599596	4448.20806596
96573950	4621.905670504	3926.035059709
96573952	5166.307353482	4046.012926172
96573954	4094.278677942	3432.765635362
96573955	4342.084735471	3618.112670302
96573957	5669.47796405	4747.612865295
96573995	5803.737485066	4710.16093337
96573998	3763.367995767	3247.924905331
96573999	7973.870928139	6515.883626618
96574010	6429.267086507	5949.57595249
96574113	16164.083438878	13879.256051964
96574316	2085.654354077	1550.983040526
96574390	8881.796780937	7495.01081984
96574411	6164.658816752	4510.2790734
96574438	 	8531.595351335
96574589	9609.019006982	9533.282640466
96574590	9922.063766544	8499.219372305
96574615	 	1260.246847404
96574616	8552.568923218	6189.346742532
96574632	7122.551440721	6621.881053169
96574805	1275.382552363	955.239089455
96575017	6456.60303999	5852.539218754
96575056	4614.373053544	4344.538111091
96575057	4485.053273297	4201.472014775
96575066	5168.973138147	4828.477570047
96575067	6009.447354679	5571.970981807
96575073	6222.647966808	5259.630738921
96575074	3778.803946113	2989.504397451
96575079	 	2989.504397451
96575131	6321.830904699	4990.884753127
96575156	6393.494840456	5844.865043951
96575159	3830.606911718	3811.703078873
96575171	 	10473.283101589
96575174	2000.28472602	1344.62426376
96575187	 	8453.772985148
96575210	4116.731011895	3632.617030266
96575213	4570.234172838	4110.868755713
96575247	1894.465827724	1582.056450051
96575249	 	2039.713594138
96575261	7103.164355525	6389.208000611
96575280	5063.52504164	4859.836482136
96575286	5659.50500943	5663.041465269
96575289	 	8453.124526968
96575295	7651.152310002	6789.506261639
96575296	7651.152310002	6789.506261639
96575298	8474.625262849	8595.176456947
96575306	4022.762078299	3945.183545389
96575327	2975.204832722	2926.968381698
96575355	4614.373053544	4344.538111091
96575384	5784.617803863	5843.8105091
96575391	 	3722.064170862
96575407	4033.182506318	3717.700905986
96575428	 	1599.351842217
96575806	4899.99908212	4908.259547653
96575835	6321.830904699	4990.884753127
96575862	8796.42108292	7504.963942718
96575877	4341.010455784	3764.524244728
96575926	 	7670.473766227
96575940	2562.302521202	2191.667529805
96575942	1555.263881692	1273.916409263
96575944	1492.298160464	1214.612366182
96575947	1900.485790358	1585.695883264
96575948	2143.492275053	1892.025452276
96575949	1149.820881475	1003.910817167
96575978	 	6715.656395275
96575995	7651.152310002	6789.506261639
96575996	9475.461550633	8536.536651377
96576087	6192.793815919	5967.185567215
96576144	2457.842680242	2434.809382111
96576200	3417.570729831	3113.685809968
96576203	3667.19688068	3372.789269374
96576212	3745.641366081	3473.993373862
96576215	5600.880631392	5083.525112728
96576261	5093.542644428	4776.837572368
96576267	5622.967216814	5196.481465384
96576287	6322.599716164	5906.667433351
96576338	4768.147320584	4356.988348371
96576430	4768.147320584	4356.988348371
96576456	7290.261074479	6668.614363408
96576487	4649.06176673	4805.388912997
96576497	6527.841492755	6489.903792613
96576501	3574.678042814	3386.974338875
96576531	 	5229.969727991
96576632	4768.147320584	4356.988348371
96576639	4684.507197935	4536.101894792
96576720	 	3257.376831571
96576723	5342.265473079	4818.362769858
96576750	6081.018811764	5293.078002173
96576844	2215.850808218	2256.169258502
96576865	6669.062185737	5914.917588339
96576922	4107.431872715	3635.619473324
96577123	 	3309.988393384
96577156	7387.620934846	7152.421699226
96577263	8518.735355943	9703.203908486
96577284	6902.018249429	7504.199514716
96577615	6673.238235615	6511.568287948
96577686	7373.261362886	7957.12657832
96577860	5807.784775439	6904.084892271
96577928	3205.915133493	3871.106394447
96577929	1305.18828118	1696.095792856
96577964	6591.569307657	8042.55923692
96578080	5025.58904719	4421.573282203
96578138	 	4781.845256359
96578210	 	7601.012430407
96578239	7018.06304938	5818.720688629
96578266	5318.809215479	5229.700580653
96578283	1231.335737573	1169.184418624
96578284	 	1432.995367065
96578293	5215.933359786	4608.507319989
96578347	 	6196.940741352
96578410	6026.517362771	5492.813700581
96578483	1385.054609598	1212.438475322
96578484	4941.170390114	4291.71671604
96578569	 	6338.851484899
96578582	1499.922639418	1330.506489288
96578598	6888.85614956	6317.774795285
96578615	6193.651779388	4386.233599494
96578810	9698.423983299	7299.389410205
96578839	6910.746654099	5600.529960079
96578896	6695.793006837	6109.729807704
96578900	 	6089.012504226
96578942	7588.714278215	7063.377414877
96579230	6300.462356612	5827.071000954
96579236	9047.164492326	8067.34131355
96579244	3783.066527308	3000.883368197
96579261	3183.40965561	3322.415953864
96579262	4228.024757462	4426.889968971
96579267	3054.167065329	3228.557979541
96579268	3183.40965561	3322.415953864
96579270	12251.596329132	12086.371833874
96579271	17640.107531147	15705.252827905
96579296	4149.94188374	3449.200209339
96579330	 	5929.61012849
96579370	9666.490285512	8960.278507006
96579376	 	4550.067657111
96579930	5940.204174546	5539.079230664
96579932	7352.113181079	6833.813317554
96579935	7352.113181079	6833.813317554
96579936	8613.685578086	7966.488158214
96579944	4950.689634156	4114.495913319
96579966	 	4378.111657377
96579967	3928.892063572	4054.611933483
96579968	3928.892063572	4054.611933483
96579970	 	15278.639965154
96579981	9473.831260797	8504.508215564
96579983	9473.831260797	8504.508215564
96579986	 	11347.899550206
96579996	7445.75917829	6008.498920245
96619061	5433.151438915	5000.843130858
96619062	5076.275329815	4739.365364421
96619067	9202.528639639	9289.262609102
96619369	7305.06315784	6404.18533525
96619469	7614.476999941	7371.801780311
96619661	 	11441.983681804
96619960	10571.720010491	10253.290950528
96624973	5539.851563298	5066.536538046
96636356	 	4307.640543834
96646027	965.332201027	969.196347632
96676258	 	4842.898556058
96676423	7233.028749476	6696.69059053
96676455	4391.158606484	4002.4787061
96676651	5179.792109597	4642.566629489
96676724	779.067569878	795.024297496
96676757	 	2849.089982489
96676958	 	4796.5019563
96678070	6958.410832011	6715.451541461
96678278	 	8050.336701472
96678376	5463.491770062	5353.10090525
96678377	 	7420.952602635
96678471	1063.133681604	1070.443506927
96710053	10184.75710699	10067.346074512
96710082	8288.761951524	7077.68723944
96710094	8644.636183532	8207.019203096
96710137	7671.023739947	7401.7841571
96710217	2070.678078024	1857.106179523
96710237	11219.331940181	10756.881122593
96710284	 	1390.9851
96710311	9287.41207843	8904.593320477
96710333	8251.940259296	7921.546343303
96710438	 	756.89853095
96710470	12009.252083706	11452.200682735
96710480	1579.536058782	1437.670558538
96710839	11234.482227006	10562.366203135
96710888	10803.730609778	10358.410560267
96710970	17006.75172747	15965.326859922
96711075	3827.993917826	3660.980349671
96711162	8066.442587554	7435.475936538
96712146	13667.01892296	12322.995325074
96712213	4714.807320696	3572.060898028
96712215	4914.508078423	4111.768087429
96712299	 	5431.376237587
96712349	7996.877057233	7371.132109071
96712372	4598.950608226	4277.62639725
96712399	 	5822.165764146
96712900	25849.557492701	24467.317949501
96712905	20573.129628097	19497.015492957
96712909	25849.557492701	24467.317949501
96712916	8574.985033056	8026.790445043
96713094	8377.523467546	8122.630129061
96713133	9604.086356077	8907.980542015
96713195	7871.489747243	7335.206191458
96713202	7941.138711483	7412.585309846
96713231	7118.998717649	6645.166060781
96713333	7658.111109488	7111.797614218
96713338	1304.787614166	935.123253885
96713393	6405.924620853	6218.668048923
96713395	5930.726569686	5702.430471784
96714020	7810.649571002	7598.96708982
96714083	7943.858357029	6619.309296724
96714216	 	18812.876251873
96714325	7810.649571002	7598.96708982
96714937	6005.433269025	5493.079490493
96715164	12833.675161321	14609.342663503
96715221	7823.833778914	7498.154181978
96715228	5736.924423014	5302.351250495
96715260	8655.754142262	9964.759578885
96715281	7814.388666444	7565.237576053
96715287	7814.388666444	7565.237576053
96715289	5924.081824355	5825.928571211
96715355	4420.315471528	4102.171612952
96715927	2898.326682963	2694.552177685
96715930	10266.046138987	8283.428085173
96715932	11256.891944794	9173.430213401
96715935	10489.453815063	8621.854387669
96715938	9548.695504461	7535.736075515
96715953	2032.1194	1802.5653
96715982	7814.388666444	7565.237576053
96715986	3621.733704488	3488.835279281
96715987	3341.478429966	3271.511985999
96716015	8145.539258342	7414.472326106
96716152	4198.957907437	4233.173221744
96716166	4929.941959586	4542.839844872
96716334	 	5818.899107037
96716523	6029.112581919	6070.764390355
96716667	4437.823914971	4085.194731985
96716903	4981.956889816	4664.037190457
96716904	5158.199262365	4724.692185184
96716905	5337.20693054	4878.831024647
96716910	6660.987411336	6272.015031698
96716930	6902.365660809	6309.568953638
96716974	735.706292077	653.821051671
96716975	738.187835318	695.906110853
96717050	7347.860979086	5239.149421907
96717154	 	8100.097125516
96717160	5808.889805018	4445.636311823
96717168	7898.38936637	7633.431725848
96717354	11807.654918421	11283.989172662
96717911	7914.45510287	7315.053830003
96717912	8317.53348516	8681.839181986
96717914	8317.53348516	8681.839181986
96717916	 	8681.839181986
96718013	5719.847780494	6372.48463907
96718041	 	8242.011708523
96718145	6222.277970456	5889.557461319
96718148	6753.360576018	6400.114112501
96718172	8643.050053216	7976.533291428
96718193	5791.057457432	5354.036709377
96718212	3397.823999784	3627.647475941
96718219	8270.817706883	7927.762632324
96718269	6273.614806212	6436.279635799
96718298	6644.327674613	6170.335395194
96718385	7918.874212534	8496.407472951
96718687	1151.968553123	1174.475069427
96718945	6222.277970456	5889.557461319
96719930	2191.650791117	2283.193336915
96719935	2164.21543319	2224.297824536
96719939	3305.970158265	3430.721693295
97374972	3240.671810151	3003.559895541
97374976	3755.724730593	3497.082604149
97500221	996.151824214	892.542361786
97500227	4036.327234165	3825.001249318
97500273	 	9961.326115532
97500519	8480.521747444	7834.935293385
97500533	7030.525077285	6445.424366234
97500535	 	7341.174361763
97500639	8926.298822693	8105.59700142
97500651	6561.01644818	5952.977968132
97500713	8997.784535734	8719.501186894
97500756	7450.634286634	6596.181574483
97503234	6718.463826319	6193.106799428
97503407	5696.288615459	5529.971786957
97503839	6372.907994887	6312.500748421
97504001	7734.364218075	7923.684231004
97504107	 	2104.010343606
97504202	 	1550.175967584
97504208	5192.22962483	4998.110426574
97504304	1157.438314972	939.41830088
97504342	6973.825520636	6539.997931324
97504501	1581.211121225	1156.869137632
97504523	 	8137.668651121
97504703	1191.60915344	905.29275501
97506023	6503.206123764	6011.311735813
97506047	2509.071555319	2555.072977441
97506101	6619.918704999	6008.434394886
97506156	 	7343.099647609
97506329	3116.851203566	2735.749388402
97506330	4389.063668483	4223.119721334
97506332	4235.969696828	4031.402698754
97506696	5382.72848614	4786.575965527
97506775	5154.633958614	4772.860462891
97506841	2951.514814901	2934.775795971
97506932	 	4036.086129621
97506999	 	7389.658766378
97507152	7319.242545448	6362.610195275
97507853	5226.440300358	4158.354801603
97508073	23441.145603382	21645.19186046
97508160	5594.904851462	5482.824626913
97508280	6072.666143196	5441.850265721
97508532	8158.174904097	5993.327227628
97540051	6786.167686892	6144.834332843
97543200	8321.737163498	8644.847648273
97543903	4447.378794492	4084.889679845
97546478	4995.455521946	4538.198916222
97546871	5924.272977109	5275.741024574
97548372	16666.018101871	15339.251648129
97570088	9095.525935854	8252.916334222
97570089	 	7750.668684659
97570213	 	7380.189281246
97570231	7324.695988072	6614.292025175
97570454	 	432.698104818
97570472	7168.979931709	6989.916306302
97570490	 	7157.803900786
97570523	4039.450608192	4263.945906914
97570714	11888.445458411	10510.096406062
97570725	3949.588255441	4076.137783733
97570892	6943.487217716	5735.904099919
97570938	 	5910.717223777
97571068	8038.130073416	6801.346172666
97571079	 	4010.209582224
97571100	1025.787903465	681.088052781
97571113	3223.52496895	2987.567577068
97571116	4664.475090098	3994.05691412
97571200	 	2524.10701775
97571208	3696.869523208	3335.729916588
97571409	2999.802573027	2634.877843814
97571509	2959.126462991	2666.288022288
97571600	2167.375237869	1827.961094089
97571701	4076.965260228	3621.896235797
97571707	4492.343792057	3599.700428808
97571802	4027.817259399	3655.711618737
97571812	4168.314869554	3922.086847416
97571818	3272.421695473	2970.397506987
97571865	 	11902.816724022
97571900	3996.224597724	3344.54978423
97572000	 	5864.942474715
97572009	6662.939564075	6312.402985723
97572043	7026.709428567	5886.689219654
97572066	9285.085485747	9191.738889391
97572076	2293.494319707	2407.764039825
97572078	6451.542525689	6402.102252623
97572102	5988.301695828	5336.746360491
97572142	 	6235.679864236
97572145	7720.541982449	6042.774895653
97572191	2635.285979309	2648.412600145
97572216	5182.316228994	5081.412259311
97572266	5441.155964775	5022.25958616
97572271	6451.542525689	6402.102252623
97572278	6734.319665359	6507.589592744
97572282	1103.804344055	996.484308866
97572292	3544.561571778	3631.267070998
97572310	5762.670419928	5246.714841547
97572313	5966.50117428	5533.341262956
97572323	2590.37669078	2344.953881907
97572324	4959.627658258	4576.69550138
97572362	5019.067104641	4715.291714673
97572367	5367.143457664	5191.800119963
97572381	1377.969684578	1084.268095574
97572387	 	1675.675491134
97572464	4605.013192643	4659.220881615
97572660	5807.675644786	5731.859639295
97572860	4743.490037349	4687.331924729
97572861	7682.468345111	7713.327359925
97572870	7105.2029575	7118.454104216
97572914	5035.574859781	4808.19640523
97572921	 	4546.063821818
97572926	10504.462383182	9359.102199876
97572947	6071.974812909	4816.853485397
97572967	4645.110704535	4650.398032463
97572980	1868.409528988	1555.864728126
97572996	2276.798949478	2455.122293247
97573210	5049.56634866	4734.980721659
97573293	7973.870928139	6515.883626618
97573295	 	7204.127166722
97573333	613.376702372	526.019494833
97573496	7044.518093363	6117.807443584
97573612	3676.095350129	3215.594331926
97573616	 	3791.337599462
97573910	3434.283745684	3016.921989245
97573916	5943.718060186	5586.700194891
97573933	 	1130.474364713
97573942	4966.647352542	5199.730159377
97573943	5743.971568821	5842.072452818
97573953	 	5628.605391705
97573954	5211.123758154	4153.899544899
97573957	3771.398938007	3322.607662304
97574044	 	7463.981190387
97574089	9039.047798345	8049.397616055
97574090	2125.255773845	2015.302459653
97574091	8881.796780937	7495.01081984
97574102	1157.438314972	939.41830088
97574126	 	12210.705724829
97574127	 	8102.711817239
97574142	 	7463.981190387
97574300	1418.807202603	1404.384718282
97574303	8325.22625941	8216.484977504
97574406	5557.257639599	5273.863539122
97574407	1275.382552363	955.239089455
97574413	3733.831484574	2665.484311164
97574419	12156.472565487	10572.929891221
97574433	 	5773.660869488
97574490	8055.980963007	7917.146547253
97574498	8051.921886303	7396.954938423
97574649	 	7463.981190387
97574703	1581.211121225	1156.869137632
97574707	1279.978228142	984.968794559
97574739	5919.272535675	5449.112967878
97574815	1529.452643331	1194.352652726
97574835	6491.793199222	5773.660869488
97574839	 	4352.330474353
97575020	 	6197.53568455
97575092	3822.18215558	3431.08571936
97575096	7039.928391557	6567.049144967
97575130	4357.861833532	3704.091196527
97575153	4187.2665582	3568.514862478
97575154	6085.266438262	5652.826631925
97575155	6652.59235676	5983.873177672
97575194	6234.682620347	5429.498542682
97575199	7039.928391557	6567.049144967
97575219	4570.234172838	4110.868755713
97575226	 	1997.462159831
97575240	1928.096595492	1677.206940447
97575254	6102.775635736	5869.89721874
97575262	 	6330.49205808
97575267	5480.915814679	5174.022790349
97575287	5784.617803863	5843.8105091
97575296	6631.918650857	5953.368413476
97575303	4262.788885567	4191.64441165
97575312	4349.110688176	4062.62194982
97575331	6143.907695286	4887.848197077
97575335	2137.085314152	1436.583861326
97575339	4235.213066856	3627.6204265
97575351	 	3584.320891304
97575356	4485.053273297	4201.472014775
97575366	6183.476687991	5689.428946381
97575375	3778.803946113	2989.504397451
97575398	 	5699.920608633
97575409	 	7739.093471678
97575433	4761.714125153	3987.271548962
97575463	7103.164355525	6389.208000611
97575471	8988.581448644	7817.966364814
97575529	1974.206277544	1914.822177049
97575800	4321.876597764	4088.558742525
97575820	2855.178298429	2743.732975447
97575918	5451.091461968	5054.262298009
97575924	3839.123159015	3654.542743592
97575940	 	1279.105059803
97575942	2083.419986412	1829.720855408
97575946	2256.301237576	1822.089448673
97575964	6009.447354679	5571.970981807
97575987	 	5655.931970424
97575994	 	4184.559741045
97575997	6657.169524777	6142.334479229
97576061	4100.911365265	3832.155514886
97576140	2951.514814901	2934.775795971
97576148	3159.05802745	3143.595921248
97576261	5141.20623187	5197.037889528
97576289	5469.122283831	5371.221124408
97576316	5134.934621665	4854.116490329
97576367	4428.859039158	4173.519270787
97576406	 	4412.08326417
97576411	 	5948.890261126
97576448	3051.121157729	3103.238838384
97576451	 	4825.326980675
97576452	7087.125446596	7143.954106046
97576486	6285.717592121	5937.146467704
97576535	 	4036.086129621
97576566	 	6026.352079814
97576594	649.315670249	577.402116675
97576619	3392.033338337	3472.878214619
97576622	5342.265473079	4818.362769858
97576635	5581.791992406	5236.151302236
97576663	3914.502017353	4232.916694263
97576667	4100.911365265	3832.155514886
97576673	776.840532649	665.263203005
97576784	4649.06176673	4805.388912997
97576866	 	3765.076505283
97576913	5901.632329781	5365.558391074
97576924	6571.899731236	5917.399011195
97577053	6627.704835912	6355.672445088
97577068	5080.278086344	5835.463054987
97577122	4633.983470526	6250.257875445
97577123	2663.628259878	3390.076087164
97577127	1341.404053253	1804.081477989
97577167	5109.074394399	5195.241176072
97577229	 	4091.074039414
97577322	 	2182.380748932
97577327	1341.404053253	1804.081477989
97577511	 	7486.520945783
97577588	6273.691984116	6674.727954728
97577717	6108.823647838	5728.828112982
97577865	5807.784775439	6904.084892271
97577922	1070.123623836	888.988351046
97577927	1225.508474189	1184.93960681
97577961	 	7003.425144007
97578005	2106.891575819	1871.758283919
97578112	2289.193275051	1935.761809717
97578122	5113.973244087	5001.463219993
97578132	1059.088229451	859.528212612
97578149	6623.232457516	6072.174141489
97578211	6792.909632111	4499.794094201
97578219	 	6805.271440068
97578245	8025.971585315	7021.098489152
97578290	5981.189269237	5591.680677786
97578298	6310.594951967	6116.569230892
97578314	6322.83924759	5689.634128135
97578317	6026.517362771	5492.813700581
97578394	4895.262529281	4771.263514486
97578442	6663.388017893	5933.078957811
97578482	 	8516.912621337
97578485	 	5460.581757316
97578496	6407.396647671	5578.476399834
97578532	 	6548.619417763
97578580	1946.21793738	1903.814175943
97578585	1499.922639418	1330.506489288
97578690	6310.594951967	6116.569230892
97578812	 	10260.241393583
97578823	12551.588111461	12586.728433644
97578883	1946.21793738	1903.814175943
97578911	2099.533621857	1996.589720211
97578980	 	4806.856382279
97579232	 	5043.069547212
97579237	 	5920.592048512
97579238	6300.462356612	5827.071000954
97579263	3468.536941086	3766.560087424
97579268	4228.024757462	4426.889968971
97579274	9826.682321245	8920.146991681
97579293	5295.788632023	4588.777442851
97579295	6563.464014157	5615.009202476
97579298	 	6008.498920245
97579338	 	5920.137901429
97579935	4593.797181937	4416.985208899
97579946	4259.446363449	3139.526416517
97579948	 	4615.724864249
97579960	3717.919420099	3922.387159024
97579963	4228.024757462	4426.889968971
97579986	8835.378093712	7977.034154241
97579987	8828.947413986	7851.177300643
97579996	5669.415986868	5169.208565421
97590354	669.969309003	602.623890753
97606524	7029.460557241	6558.437761721
97608374	6389.258619928	6339.402194226
97608870	 	7571.578208913
97608972	8588.910801378	8050.336701472
97614378	7212.209752806	6133.876216212
97614777	5322.879096179	4668.331168992
97614875	 	4668.331168992
97619466	6243.400675293	6026.735022404
97619969	7614.476999941	7371.801780311
97646225	5731.678167312	5170.789450458
97676956	5755.737961292	5654.852072754
97678071	6709.43777801	6341.76135468
97678274	 	1489.81397031
97678371	5463.491770062	5353.10090525
97678577	5463.491770062	5353.10090525
97678678	8588.910801378	8050.336701472
97678773	6709.43777801	6341.76135468
97710114	7452.524886668	7124.031914667
97710115	11106.241694875	10495.532447752
97710183	10983.865932515	10379.885866076
97710198	8644.636183532	8207.019203096
97710215	5705.19370854	5504.951461215
97710486	2509.1216876	2253.053100353
97710657	7326.897768865	7205.501921127
97710686	5176.016859274	4438.794091719
97710915	6955.474583533	6647.317306932
97712240	8464.12720045	7678.524125894
97712279	8200.883400477	7455.525210456
97712290	5284.396876603	5075.003395089
97712349	8437.293942265	8063.056968595
97712972	10906.408221997	10059.615200493
97712990	3984.852987914	3887.494252448
97712994	3225.803932101	3133.005528128
97712995	5233.504742833	5099.358599606
97712998	3984.852987914	3887.494252448
97712999	5284.396876603	5075.003395089
97713039	4830.304922034	3444.089237155
97713236	9391.24345088	8585.474148266
97713293	7685.495967627	7307.043642576
97713607	12958.699377414	11786.189167896
97713994	8377.523467546	8122.630129061
97714011	24004.198479979	25055.575592902
97714018	17867.916252244	16343.514081985
97714021	6268.137763731	6105.7703374
97714046	4669.817546747	4707.869588546
97714097	7045.141667618	6667.024961927
97714214	18711.19655956	17706.956078896
97714480	8280.329059916	7619.429092633
97714894	8208.136503435	8456.592486166
97714933	14148.692592478	16126.675889267
97714981	11311.930787317	10292.699373496
97714991	7242.09574664	6624.235882724
97715351	3152.934150309	2944.559306916
97715354	1742.088894011	1570.193346077
97715363	7246.359253109	8189.188303577
97715952	1680.877380093	1545.38222249
97715953	3310.85051991	3147.835304562
97715983	3341.478429966	3271.511985999
97715986	7283.887261306	7154.393136701
97715987	7814.388666444	7565.237576053
97715989	7283.887261306	7154.393136701
97716065	5100.234045977	4802.402846407
97716090	1707.105247152	1760.079880066
97716098	5659.382883882	5068.662059894
97716153	6284.266421411	6116.972298734
97716160	5982.251404578	5801.903901323
97716162	5100.234045977	4802.402846407
97716216	5434.990214893	5123.913150568
97716316	6660.987411336	6272.015031698
97716318	6729.3346673	6194.622058714
97716335	11987.788564125	10835.738705217
97716338	6902.365660809	6309.568953638
97716880	 	6862.270990477
97716884	7322.439749871	6740.59908383
97716908	 	4878.831024647
97716973	766.745208169	722.143337191
97716976	 	559.466333003
97716977	738.187835318	695.906110853
97717059	12701.833065877	12076.364464483
97717162	 	3609.838045243
97717867	5638.319732346	3897.026511728
97717958	8307.739993715	8064.889886037
97717964	6845.655989475	4734.994099383
97718040	7116.979195707	6833.28931096
97718048	8681.232676561	8242.011708523
97718109	5841.171436943	5104.501935922
97718147	5969.436057154	5116.499147553
97718185	1464.952606341	1499.885997522
97718192	5791.057457432	5354.036709377
97718212	 	8592.504961437
97718215	10094.05034014	9687.08703125
97718277	8070.81799504	7546.402643265
97718314	4628.859990896	4945.599527569
97718375	8070.81799504	7546.402643265
97718384	8518.560121567	9093.035424981
97718886	6491.90259898	6584.851593936
97718888	1151.968553123	1174.475069427
97718910	5251.55978413	5646.612155265
97718940	6222.277970456	5889.557461319
97718960	4429.924229239	4519.810151693
97718990	5791.057457432	5354.036709377
97718993	11192.334672517	10381.112363333
97718995	6176.583170307	5765.476687611
97719278	8111.402949108	8085.332786996
98316359	1018.10081179	911.832552495
98500013	14640.88048773	13573.235417706
98500210	14951.364171177	13572.194264183
98500510	8372.62679311	7788.446443641
98500659	 	5233.474201872
98500831	 	7460.306730432
98500910	 	7380.189281246
98500924	3281.742808491	3217.645267455
98500927	 	6192.645164331
98500988	8592.000645192	7952.182958216
98503002	 	4651.526099769
98503032	 	4512.450857245
98504005	1371.273313679	1355.66442066
98504108	7635.09697986	6384.138257028
98504280	 	12329.611893071
98504304	 	984.968794559
98504406	 	748.4525
98504524	8616.591264475	7663.495158444
98504600	 	953.589608881
98504806	774.980510932	549.772393342
98504843	5577.810955242	4981.703281404
98506073	6186.297523802	5791.217685885
98506180	 	11476.147929274
98506201	 	4412.08326417
98506355	6107.301403959	5164.327482944
98506356	6107.301403959	5164.327482944
98506425	3370.978518753	3075.687636424
98506629	3116.851203566	2735.749388402
98506683	4686.20913945	4477.718522128
98506942	 	2575.721722889
98506994	 	5870.942842771
98506995	 	1121.811792537
98507316	8472.779759261	8097.174456314
98508237	9765.4000924	7485.184955975
98508239	6910.746654099	5600.529960079
98508322	 	9895.109324378
98508984	 	1430.161821151
98540352	658.617510281	552.38303851
98544206	1418.807202603	1404.384718282
98546321	5296.519261184	4851.74562007
98570080	9184.737842497	8122.672057609
98570122	3699.435747082	3879.616227946
98570232	 	9524.865669047
98570233	 	7341.174361763
98570237	 	7099.973332101
98570271	8859.208880081	9252.837993472
98570385	8953.65252232	8080.154707783
98570388	 	8302.36981063
98570399	7864.901490045	5927.111636653
98570423	3949.588255441	4076.137783733
98570896	6557.381923906	5468.961809603
98570899	 	7157.803900786
98570914	 	7380.189281246
98570920	 	3843.214036153
98570923	3478.06420288	3749.865130546
98571012	3862.896436321	3705.263176677
98571014	 	3385.967630946
98571071	 	4075.507296547
98571107	4492.343792057	3599.700428808
98571252	17567.382417909	13940.889553957
98571272	4059.055886978	4010.209582224
98571311	4691.153111113	4148.580552373
98571319	2545.620594716	1934.522333761
98571355	13478.935019646	11837.598291642
98571400	1154.429577981	745.468007528
98571407	4106.465017856	3451.964644066
98571605	 	3711.004841533
98571669	 	8625.756861288
98571910	 	2987.567577068
98571911	3663.487003755	3297.555870033
98571917	4168.314869554	3922.086847416
98571971	2704.303923631	2232.210770648
98572077	6109.209372706	5656.605022895
98572163	4645.110704535	4650.398032463
98572171	6935.535527032	6844.145172413
98572173	 	4746.719761301
98572261	5423.140062647	5325.931522176
98572266	5423.140062647	5325.931522176
98572281	1984.620174772	1799.521191825
98572283	 	2082.806865248
98572287	1055.378455082	844.822658628
98572291	2561.430961568	2561.200095052
98572348	7504.402730949	6291.731279636
98572360	4841.859386787	5353.032540482
98572362	5423.140062647	5325.931522176
98572368	 	5234.88116394
98572373	6744.226174507	6536.907184974
98572379	5256.746946591	4908.352318692
98572448	 	6235.679864236
98572909	5941.889126031	5142.901870811
98572910	5165.479663229	4916.244980638
98572913	5165.479663229	4916.244980638
98572922	4945.932288508	4613.70909335
98572926	6330.574049621	5634.85987048
98572927	2395.09645684	2085.779476526
98572980	2448.352207439	1300.397998901
98572981	1479.0324074	1248.95819348
98572983	1303.772485262	1167.165377013
98572984	1984.620174772	1799.521191825
98572985	2211.997722966	2034.91484742
98572999	2276.798949478	2455.122293247
98573017	4333.80660533	3976.63529448
