AID	AH_RAW	PVTPCT3	PVTSTD3C	PVTSTD3L	PVTPCT1C	PVTPCT1L	PVTSTD1
93504823	85	96	119	120	89	88	119
93504990	84	94	118	119	76	75	110
93506053	76	68	107	109	75	74	111
93506129	72	45	102	104	48	47	100
93506147	77	71	108	110	98	97	124
93506150	85	96	119	120	95	94	124
93506226	65	30	93	95	6	5	78
93506242	58	13	83	86	18	17	85
93506265	74	56	104	106	69	68	108
93506273	64	28	91	93	66	65	107
93506290	66	33	94	96	11	10	81
93506340	62	23	89	91	46	45	99
93506345	55	8	79	82	6	6	79
93506487	63	25	90	92	42	41	97
93506573	83	91	116	118	70	69	109
93506722	71	41	100	102	66	65	107
93506930	71	41	100	102	69	68	108
93507256	58	13	83	86	54	53	101
93507312	78	75	110	111	74	72	110
93508287	55	8	79	82	8	7	78
93508463	65	30	93	95	54	53	101
93508623	50	3	73	75	13	12	82
93508767	68	36	96	98	51	50	100
93508961	62	23	89	91	84	83	115
93540151	50	3	73	75	21	20	87
93540315	996	996	996	996	66	 	106
93540958	83	91	116	118	93	92	122
93544206	57	11	82	84	25	24	89
93544901	83	91	116	118	100	99	127
93544923	61	20	87	90	10	9	80
93546224	75	63	106	107	6	6	79
93546993	0	0	7	9	32	31	93
93548877	53	6	77	79	55	54	102
93570097	86	98	120	121	98	98	127
93570194	66	33	94	96	67	66	106
93570223	72	45	102	104	51	50	101
93570226	61	20	87	90	24	23	88
93570292	64	28	91	93	42	41	97
93570295	70	39	99	101	44	42	98
93570335	76	68	107	109	37	36	95
93570384	66	33	94	96	49	47	100
93570396	996	996	996	996	89	 	119
93570426	78	75	110	111	72	70	107
93570432	85	96	119	120	100	99	125
93570513	63	25	90	92	 	 	 
93570521	68	36	96	98	61	60	105
93570581	74	56	104	106	67	66	107
93570695	79	79	111	113	16	15	84
93570696	71	41	100	102	51	50	101
93570721	82	88	115	116	96	96	127
93570787	77	71	108	110	44	42	98
93570929	72	45	102	104	56	54	103
93570939	76	68	107	109	76	75	111
93571010	82	88	115	116	91	90	120
93571016	75	63	106	107	44	42	96
93571060	63	25	90	92	31	30	94
93571066	73	50	103	105	47	45	99
93571114	82	88	115	116	90	90	118
93571153	83	91	116	118	85	84	114
93571205	61	20	87	90	6	6	81
93571216	78	75	110	111	51	50	101
93571301	77	71	108	110	36	35	93
93571452	82	88	115	116	 	 	 
93571469	69	38	98	100	89	88	119
93571474	61	20	87	90	23	22	91
93571475	61	20	87	90	30	29	93
93571506	76	68	107	109	94	94	124
93571707	75	63	106	107	38	37	95
93571769	83	91	116	118	87	86	117
93571806	75	63	106	107	83	82	114
93571857	77	71	108	110	42	41	97
93571862	74	56	104	106	44	43	98
93571911	74	56	104	106	79	77	111
93572076	65	30	93	95	24	23	91
93572102	74	56	104	106	32	31	93
93572118	55	8	79	82	23	22	89
93572140	74	56	104	106	77	76	111
93572164	73	50	103	105	72	71	109
93572169	75	63	106	107	44	43	98
93572199	71	41	100	102	 	 	 
93572200	75	63	106	107	 	 	 
93572225	73	50	103	105	67	66	107
93572227	47	2	69	72	6	5	76
93572276	55	8	79	82	6	5	76
93572283	76	68	107	109	93	93	123
93572284	63	25	90	92	6	6	80
93572287	71	41	100	102	40	39	96
93572290	77	71	108	110	37	36	95
93572322	65	30	93	95	9	8	79
93572342	64	28	91	93	8	8	79
93572346	65	30	93	95	37	36	95
93572365	75	63	106	107	66	65	107
93572369	83	91	116	118	84	83	114
93572371	64	28	91	93	42	40	97
93572376	84	94	118	119	86	85	116
93572383	996	996	996	996	40	 	96
93572388	69	38	98	100	28	27	91
93572389	58	13	83	86	38	36	95
93572390	72	45	102	104	32	31	92
93572391	84	94	118	119	65	64	106
93572393	73	50	103	105	86	86	116
93572443	76	68	107	109	79	78	113
93572448	84	94	118	119	75	74	109
93572462	76	68	107	109	90	89	118
93572668	74	56	104	106	62	61	105
93572802	81	85	114	115	66	65	107
93572804	69	38	98	100	16	15	87
93572808	79	79	111	113	47	46	99
93572910	84	94	118	119	86	86	116
93572941	64	28	91	93	18	17	85
93572948	73	50	103	105	27	26	92
93572971	64	28	91	93	49	47	100
93572975	69	38	98	100	53	52	101
93572977	62	23	89	91	26	25	90
93572988	58	13	83	86	39	37	96
93572993	84	94	118	119	93	93	118
93573039	996	996	996	996	 	 	 
93573115	71	41	100	102	80	79	113
93573118	72	45	102	104	68	67	108
93573190	58	13	83	86	 	 	 
93573223	6	0	15	17	0	0	29
93573496	86	98	120	121	94	93	124
93573618	68	36	96	98	49	48	99
93573631	76	68	107	109	85	85	116
93573639	86	98	120	121	95	94	121
93573694	63	25	90	92	33	31	94
93573699	58	13	83	86	12	11	82
93573916	73	50	103	105	87	86	116
93573940	61	20	87	90	25	24	91
93573942	63	25	90	92	45	44	97
93573945	996	996	996	996	91	 	120
93573949	63	25	90	92	11	10	81
93573950	77	71	108	110	69	68	108
93573951	77	71	108	110	79	78	113
93573959	77	71	108	110	72	71	109
93573994	64	28	91	93	47	45	99
93574023	81	85	114	115	60	59	104
93574109	78	75	110	111	96	95	126
93574203	81	85	114	115	86	85	115
93574247	76	68	107	109	59	58	103
93574300	79	79	111	113	9	8	80
93574305	85	96	119	120	97	97	126
93574336	74	56	104	106	56	54	103
93574426	71	41	100	102	54	52	102
93574434	64	28	91	93	25	24	91
93574504	79	79	111	113	91	90	119
93574520	74	56	104	106	64	63	106
93574605	83	91	116	118	94	94	123
93574632	62	23	89	91	38	37	96
93574688	61	20	87	90	36	34	95
93574791	64	28	91	93	46	45	99
93574818	55	8	79	82	22	21	88
93574885	75	63	106	107	72	71	108
93574894	53	6	77	79	14	13	84
93574917	83	91	116	118	46	45	99
93574932	57	11	82	84	19	18	88
93575016	996	996	996	996	41	 	97
93575021	79	79	111	113	67	66	106
93575027	59	15	85	87	38	37	94
93575076	87	100	122	123	100	99	126
93575084	64	28	91	93	37	36	95
93575117	82	88	115	116	76	75	112
93575122	75	63	106	107	72	71	109
93575124	64	28	91	93	36	34	95
93575132	80	82	112	114	76	75	110
93575154	65	30	93	95	15	14	86
93575158	55	8	79	82	77	76	111
93575181	80	82	112	114	 	 	 
93575184	79	79	111	113	92	91	122
93575232	81	85	114	115	93	93	122
93575233	82	88	115	116	80	79	113
93575244	69	38	98	100	43	42	96
93575248	83	91	116	118	57	56	103
93575249	81	85	114	115	85	84	116
93575275	86	98	120	121	88	87	117
93575287	54	7	78	81	31	29	93
93575290	72	45	102	104	70	69	109
93575309	60	17	86	88	32	31	93
93575329	996	996	996	996	32	 	92
93575336	76	68	107	109	48	47	99
93575354	62	23	89	91	15	14	87
93575384	77	71	108	110	62	61	105
93575385	65	30	93	95	29	28	93
93575389	80	82	112	114	82	81	113
93575392	72	45	102	104	6	5	77
93575395	53	6	77	79	9	8	81
93575398	82	88	115	116	91	90	120
93575400	80	82	112	114	88	87	117
93575403	67	35	95	97	67	66	107
93575407	85	96	119	120	94	94	119
93575425	63	25	90	92	 	 	 
93575621	73	50	103	105	68	67	107
93575624	56	10	81	83	12	11	82
93575625	52	5	75	78	16	15	84
93575804	80	82	112	114	72	72	109
93575809	67	35	95	97	47	46	99
93575820	60	17	86	88	10	9	80
93575835	78	75	110	111	82	81	114
93575908	76	68	107	109	75	75	111
93575910	84	94	118	119	65	64	106
93575924	57	11	82	84	21	20	86
93575946	72	45	102	104	46	45	97
93575948	73	50	103	105	71	70	108
93575964	85	96	119	120	49	48	100
93575980	74	56	104	106	70	69	109
93575983	79	79	111	113	28	27	92
93575998	82	88	115	116	81	80	113
93576009	74	56	104	106	55	54	102
93576037	67	35	95	97	5	4	73
93576040	71	41	100	102	65	64	105
93576196	78	75	110	111	81	80	113
93576206	996	996	996	996	81	 	113
93576251	60	17	86	88	14	13	86
93576265	74	56	104	106	69	67	107
93576343	59	15	85	87	4	4	73
93576458	73	50	103	105	39	37	96
93576488	75	63	106	107	61	60	105
93576493	81	85	114	115	70	69	108
93576534	82	88	115	116	92	92	119
93576538	85	96	119	120	100	99	127
93576563	78	75	110	111	16	15	84
93576574	63	25	90	92	 	 	 
93576638	77	71	108	110	66	65	106
93576682	76	68	107	109	86	85	117
93576741	52	5	75	78	17	16	85
93576794	2	0	10	11	11	10	81
93576803	75	63	106	107	78	77	112
93576840	84	94	118	119	100	100	135
93576898	68	36	96	98	59	58	104
93576924	60	17	86	88	24	23	88
93577057	76	68	107	109	82	81	113
93577121	76	68	107	109	76	75	110
93577123	85	96	119	120	97	97	122
93577126	84	94	118	119	71	70	107
93577151	58	13	83	86	69	67	107
93577157	66	33	94	96	10	9	80
93577184	76	68	107	109	85	85	116
93577225	80	82	112	114	54	53	100
93577262	72	45	102	104	 	 	 
93577320	85	96	119	120	88	87	115
93577321	80	82	112	114	98	98	127
93577328	86	98	120	121	99	99	121
93577658	996	996	996	996	8	 	78
93577680	71	41	100	102	50	49	100
93577922	77	71	108	110	88	87	117
93577953	71	41	100	102	55	54	102
93578019	84	94	118	119	83	82	114
93578025	74	56	104	106	39	37	96
93578040	69	38	98	100	34	32	93
93578082	55	8	79	82	20	19	87
93578101	57	11	82	84	6	5	78
93578116	62	23	89	91	88	87	117
93578142	63	25	90	92	34	32	94
93578168	60	17	86	88	16	15	84
93578170	68	36	96	98	32	31	93
93578217	66	33	94	96	31	30	94
93578231	85	96	119	120	 	 	 
93578249	75	63	106	107	29	28	92
93578290	55	8	79	82	18	17	87
93578309	57	11	82	84	16	15	85
93578314	68	36	96	98	33	32	92
93578315	56	10	81	83	27	26	90
93578347	85	96	119	120	85	85	116
93578380	76	68	107	109	51	50	100
93578413	80	82	112	114	65	63	105
93578435	84	94	118	119	99	99	120
93578443	62	23	89	91	32	31	93
93578447	74	56	104	106	66	65	107
93578486	85	96	119	120	95	94	125
93578493	74	56	104	106	44	42	97
93578500	50	3	73	75	13	12	83
93578507	52	5	75	78	22	21	87
93578536	80	82	112	114	83	83	115
93578537	67	35	95	97	22	21	89
93578548	71	41	100	102	94	93	123
93578609	66	33	94	96	16	15	84
93578685	53	6	77	79	9	9	80
93578693	56	10	81	83	26	25	91
93578735	996	996	996	996	89	 	119
93578741	83	91	116	118	30	29	93
93578861	83	91	116	118	28	27	90
93578897	57	11	82	84	31	29	93
93578937	76	68	107	109	55	54	102
93578961	83	91	116	118	64	63	106
93579233	61	20	87	90	1	1	61
93579234	62	23	89	91	28	27	92
93579239	63	25	90	92	15	14	86
93579260	78	75	110	111	71	70	109
93579266	68	36	96	98	34	33	94
93579267	74	56	104	106	53	52	101
93579273	59	15	85	87	19	18	88
93579278	57	11	82	84	6	5	77
93579292	74	56	104	106	16	15	87
93579293	87	100	122	123	42	41	95
93579298	996	996	996	996	79	 	112
93579331	85	96	119	120	61	60	105
93579333	83	91	116	118	12	12	82
93579336	62	23	89	91	18	17	85
93579339	56	10	81	83	27	26	90
93579379	74	56	104	106	34	33	95
93579934	81	85	114	115	74	73	110
93579938	61	20	87	90	4	4	73
93579945	62	23	89	91	15	14	85
93579948	61	20	87	90	28	27	90
93579949	62	23	89	91	30	29	93
93579958	54	7	78	81	10	9	82
93579959	996	996	996	996	27	 	89
93579961	64	28	91	93	40	39	96
93579963	72	45	102	104	59	58	104
93579966	74	56	104	106	56	55	103
93579977	65	30	93	95	6	5	78
93579982	74	56	104	106	73	72	109
93579984	84	94	118	119	93	93	121
93579988	66	33	94	96	66	65	106
93579993	66	33	94	96	 	 	 
93579994	80	82	112	114	79	78	112
93579995	69	38	98	100	20	19	86
93579999	75	63	106	107	79	78	112
93593001	62	23	89	91	 	 	 
93606129	64	28	91	93	54	53	102
93606726	83	91	116	118	94	94	123
93606824	84	94	118	119	99	99	124
93608178	61	20	87	90	 	 	 
93614072	37	1	56	59	14	13	84
93614271	73	50	103	105	 	 	 
93614277	996	996	996	996	 	 	 
93614974	75	63	106	107	56	55	103
93614977	82	88	115	116	66	65	107
93619060	77	71	108	110	44	43	98
93619164	85	96	119	120	80	79	113
93619267	81	85	114	115	96	95	124
93619360	74	56	104	106	82	81	114
93619361	73	50	103	105	59	57	102
93619466	65	30	93	95	95	94	125
93619861	79	79	111	113	88	87	117
93619869	83	91	116	118	91	90	116
93624272	80	82	112	114	83	83	115
93624972	84	94	118	119	94	94	119
93636258	73	50	103	105	50	49	100
93676125	74	56	104	106	47	45	98
93676351	82	88	115	116	18	17	85
93676527	49	3	71	74	5	4	75
93676754	82	88	115	116	72	71	109
93678272	73	50	103	105	60	59	104
93678674	72	45	102	104	84	83	115
93678779	73	50	103	105	78	77	111
93710031	73	50	103	105	99	99	129
93710092	61	20	87	90	43	42	96
93710179	58	13	83	86	24	23	88
93710182	85	96	119	120	68	67	107
93710217	39	1	58	61	2	2	66
93710235	61	20	87	90	36	35	93
93710318	70	39	99	101	51	50	99
93710319	77	71	108	110	19	18	87
93710356	52	5	75	78	2	1	63
93710397	64	28	91	93	35	34	93
93710450	65	30	93	95	15	15	85
93710473	77	71	108	110	81	80	114
93710489	85	96	119	120	77	76	112
93710587	52	5	75	78	6	5	78
93710876	61	20	87	90	46	45	97
93710913	64	28	91	93	83	82	115
93710914	69	38	98	100	2	2	64
93711070	45	1	66	69	5	5	77
93711378	65	30	93	95	35	34	93
93711876	68	36	96	98	66	65	106
93711961	75	63	106	107	57	56	102
93712210	71	41	100	102	57	56	101
93712270	74	56	104	106	54	53	100
93712272	71	41	100	102	68	67	108
93712292	79	79	111	113	81	80	114
93712295	73	50	103	105	56	55	102
93712347	64	28	91	93	38	37	95
93712399	76	68	107	109	98	98	122
93712910	70	39	99	101	53	51	100
93713033	75	63	106	107	96	95	121
93713294	72	45	102	104	78	77	112
93713335	75	63	106	107	79	78	112
93713409	76	68	107	109	15	14	85
93713602	73	50	103	105	20	19	87
93714010	75	63	106	107	45	43	96
93714017	74	56	104	106	24	23	89
93714021	74	56	104	106	48	47	97
93714082	76	68	107	109	83	83	115
93714087	79	79	111	113	91	91	121
93714092	75	63	106	107	90	89	118
93714111	57	11	82	84	24	23	88
93714126	67	35	95	97	62	60	103
93714190	61	20	87	90	24	23	89
93714234	58	13	83	86	2	1	63
93714236	60	17	86	88	34	33	92
93714292	56	10	81	83	6	6	83
93714387	996	996	996	996	30	 	91
93714398	74	56	104	106	49	48	98
93714890	75	63	106	107	84	83	115
93714896	59	15	85	87	43	42	95
93714914	67	35	95	97	16	15	85
93714941	83	91	116	118	98	98	130
93714984	85	96	119	120	98	97	125
93715253	58	13	83	86	14	13	84
93715257	82	88	115	116	60	59	102
93715269	71	41	100	102	65	64	105
93715362	74	56	104	106	99	99	131
93715394	79	79	111	113	39	38	94
93715890	77	71	108	110	93	93	120
93715922	46	1	67	70	2	2	64
93715932	52	5	75	78	24	23	89
93715933	80	82	112	114	52	51	99
93715935	55	8	79	82	33	32	92
93715937	60	17	86	88	36	34	93
93715953	77	71	108	110	66	65	106
93715982	76	68	107	109	55	54	102
93715989	72	45	102	104	90	89	119
93715990	75	63	106	107	19	18	86
93716058	76	68	107	109	61	60	104
93716092	52	5	75	78	6	5	78
93716093	996	996	996	996	10	 	83
93716159	74	56	104	106	49	48	98
93716196	67	35	95	97	6	6	80
93716198	79	79	111	113	73	72	110
93716260	60	17	86	88	6	6	80
93716333	68	36	96	98	20	19	87
93716352	76	68	107	109	6	6	82
93716393	58	13	83	86	26	25	89
93716424	73	50	103	105	23	22	88
93716669	62	23	89	91	29	28	90
93716905	72	45	102	104	41	40	95
93716911	996	996	996	996	92	 	120
93716915	75	63	106	107	65	64	105
93716921	75	63	106	107	83	83	115
93716927	84	94	118	119	99	99	130
93716970	84	94	118	119	97	97	126
93716975	63	25	90	92	49	48	99
93716976	74	56	104	106	88	87	117
93716993	57	11	82	84	34	33	92
93717060	62	23	89	91	26	25	89
93717156	996	996	996	996	 	 	 
93717162	76	68	107	109	80	79	113
93717257	63	25	90	92	27	26	91
93717265	73	50	103	105	79	78	113
93717464	49	3	71	74	14	13	83
93717868	50	3	73	75	33	32	92
93717869	67	35	95	97	38	37	94
93717956	78	75	110	111	 	 	 
93717958	996	996	996	996	83	 	115
93717967	75	63	106	107	65	64	105
93718017	41	1	61	64	26	25	89
93718046	84	94	118	119	80	79	113
93718100	74	56	104	106	36	35	93
93718123	62	23	89	91	21	20	88
93718129	60	17	86	88	4	4	74
93718173	73	50	103	105	59	57	102
93718192	60	17	86	88	3	3	68
93718206	82	88	115	116	97	97	128
93718273	83	91	116	118	56	54	101
93718280	54	7	78	81	18	17	86
93718312	52	5	75	78	27	26	90
93718316	50	3	73	75	6	6	81
93718326	86	98	120	121	 	 	 
93718368	54	7	78	81	4	3	71
93718377	64	28	91	93	60	59	104
93718397	64	28	91	93	80	79	113
93718821	78	75	110	111	78	77	112
93718943	74	56	104	106	32	31	91
93718944	72	45	102	104	63	62	105
93719930	59	15	85	87	40	39	96
93719938	62	23	89	91	15	15	85
93719971	66	33	94	96	46	45	97
93719972	86	98	120	121	 	 	 
94316255	57	11	82	84	44	42	96
94500172	84	94	118	119	87	86	117
94500212	76	68	107	109	75	73	110
94500284	76	68	107	109	43	42	98
94500619	66	33	94	96	32	31	94
94500874	63	25	90	92	29	28	93
94500877	78	75	110	111	83	83	115
94500878	74	56	104	106	44	42	98
94500925	70	39	99	101	51	50	101
94501957	73	50	103	105	86	85	117
94503030	81	85	114	115	38	37	96
94503036	85	96	119	120	98	97	125
94503334	87	100	122	123	80	79	113
94503834	78	75	110	111	37	36	96
94503902	75	63	106	107	85	84	115
94503909	75	63	106	107	85	84	116
94504082	74	56	104	106	58	57	103
94504188	80	82	112	114	83	83	115
94504223	74	56	104	106	32	31	92
94504325	87	100	122	123	83	82	114
94504408	62	23	89	91	85	84	115
94504708	84	94	118	119	99	99	130
94504728	84	94	118	119	 	 	 
94504828	64	28	91	93	37	35	95
94504991	64	28	91	93	9	9	80
94504994	67	35	95	97	38	37	96
94506049	48	2	70	73	5	4	74
94506051	74	56	104	106	46	45	99
94506190	56	10	81	83	16	15	86
94506247	64	28	91	93	31	29	93
94506254	57	11	82	84	5	4	74
94506271	64	28	91	93	47	45	99
94506321	81	85	114	115	95	95	122
94506340	58	13	83	86	26	25	90
94506342	64	28	91	93	38	37	95
94506376	62	23	89	91	80	79	113
94506686	84	94	118	119	90	89	120
94506933	85	96	119	120	89	88	119
94506999	72	45	102	104	32	31	93
94507152	996	996	996	996	5	 	75
94507214	63	25	90	92	30	29	93
94508068	69	38	98	100	44	42	98
94508165	85	96	119	120	85	85	116
94508237	70	39	99	101	64	63	106
94508423	83	91	116	118	93	93	121
94508567	61	20	87	90	45	44	98
94508662	85	96	119	120	 	 	 
94508679	74	56	104	106	75	73	109
94508733	83	91	116	118	87	86	116
94508929	84	94	118	119	86	85	117
94540213	63	25	90	92	 	 	 
94540311	84	94	118	119	85	85	116
94543807	66	33	94	96	6	5	76
94543907	77	71	108	110	70	69	109
94544200	64	28	91	93	44	43	98
94544304	28	1	44	47	60	59	104
94546874	75	63	106	107	71	70	109
94548379	82	88	115	116	82	81	114
94548977	83	91	116	118	90	90	120
94570029	77	71	108	110	97	97	123
94570078	65	30	93	95	10	9	82
94570083	78	75	110	111	54	53	102
94570097	79	79	111	113	72	71	109
94570151	54	7	78	81	6	5	79
94570199	996	996	996	996	77	 	112
94570220	80	82	112	114	42	41	97
94570320	73	50	103	105	57	56	101
94570384	82	88	115	116	94	94	123
94570476	79	79	111	113	49	47	100
94570479	75	63	106	107	68	67	108
94570493	64	28	91	93	23	21	90
94570526	76	68	107	109	99	99	120
94570527	71	41	100	102	42	40	97
94570620	71	41	100	102	34	32	94
94570694	54	7	78	81	13	12	83
94570696	77	71	108	110	70	68	107
94570699	59	15	85	87	52	51	101
94570833	50	3	73	75	3	3	69
94570851	56	10	81	83	4	4	71
94570914	62	23	89	91	10	9	80
94570920	75	63	106	107	77	76	111
94570921	83	91	116	118	79	78	113
94571009	75	63	106	107	50	49	100
94571010	81	85	114	115	97	96	120
94571015	86	98	120	121	83	82	113
94571074	54	7	78	81	22	21	87
94571100	79	79	111	113	29	28	93
94571160	70	39	99	101	42	41	97
94571176	65	30	93	95	38	37	95
94571279	50	3	73	75	6	6	80
94571310	59	15	85	87	10	9	83
94571364	76	68	107	109	88	87	117
94571367	64	28	91	93	37	36	96
94571403	80	82	112	114	84	83	115
94571405	50	3	73	75	30	29	91
94571407	74	56	104	106	46	45	97
94571468	84	94	118	119	76	75	112
94571501	65	30	93	95	60	59	103
94571502	77	71	108	110	88	87	118
94571506	74	56	104	106	91	90	119
94571751	61	20	87	90	15	14	83
94571818	65	30	93	95	48	46	97
94571870	53	6	77	79	6	5	77
94571903	82	88	115	116	79	78	112
94571906	75	63	106	107	80	80	113
94571910	60	17	86	88	67	66	107
94571971	79	79	111	113	45	44	97
94572040	86	98	120	121	95	94	121
94572046	75	63	106	107	73	72	109
94572066	80	82	112	114	81	80	114
94572104	73	50	103	105	26	25	92
94572160	68	36	96	98	42	41	97
94572194	85	96	119	120	 	 	 
94572206	85	96	119	120	 	 	 
94572208	74	56	104	106	72	71	109
94572216	72	45	102	104	64	63	106
94572220	62	23	89	91	29	28	92
94572227	57	11	82	84	33	32	93
94572263	85	96	119	120	96	95	123
94572285	65	30	93	95	23	21	90
94572288	73	50	103	105	29	28	92
94572308	75	63	106	107	95	95	125
94572312	86	98	120	121	99	99	123
94572318	76	68	107	109	78	78	112
94572325	55	8	79	82	6	5	78
94572326	62	23	89	91	37	36	93
94572343	71	41	100	102	53	51	101
94572377	75	63	106	107	47	45	99
94572380	61	20	87	90	6	6	79
94572385	82	88	115	116	67	66	107
94572396	54	7	78	81	6	5	77
94572560	67	35	95	97	43	41	97
94572567	79	79	111	113	33	31	94
94572661	80	82	112	114	5	5	75
94572667	74	56	104	106	61	60	105
94572878	996	996	996	996	48	 	99
94572912	82	88	115	116	78	78	112
94572918	75	63	106	107	70	68	107
94572923	63	25	90	92	60	59	103
94572929	64	28	91	93	22	21	88
94572944	74	56	104	106	54	53	102
94572977	58	13	83	86	1	1	61
94572981	73	50	103	105	35	34	93
94572984	74	56	104	106	97	97	123
94572988	74	56	104	106	39	38	94
94572989	74	56	104	106	36	35	93
94573092	80	82	112	114	84	83	115
94573223	24	1	39	41	0	0	40
94573232	996	996	996	996	43	 	98
94573325	38	1	57	60	1	0	59
94573418	74	56	104	106	48	47	99
94573439	64	28	91	93	52	51	101
94573497	80	82	112	114	84	83	115
94573690	996	996	996	996	16	 	88
94573691	59	15	85	87	13	12	87
94573693	75	63	106	107	 	 	 
94573699	77	71	108	110	21	19	89
94573941	85	96	119	120	91	90	119
94573944	64	28	91	93	75	73	109
94573949	83	91	116	118	62	61	104
94573951	75	63	106	107	39	37	96
94573955	67	35	95	97	32	31	92
94573957	76	68	107	109	71	70	109
94574031	58	13	83	86	86	86	116
94574105	64	28	91	93	91	91	121
94574112	55	8	79	82	8	8	79
94574118	74	56	104	106	34	32	93
94574119	75	63	106	107	78	77	111
94574128	85	96	119	120	95	95	125
94574135	58	13	83	86	59	58	104
94574140	63	25	90	92	51	50	101
94574235	58	13	83	86	39	38	96
94574237	56	10	81	83	15	14	84
94574241	70	39	99	101	47	45	99
94574281	77	71	108	110	78	76	111
94574310	64	28	91	93	12	12	82
94574388	86	98	120	121	89	89	117
94574412	69	38	98	100	53	52	101
94574414	58	13	83	86	31	30	94
94574430	58	13	83	86	64	62	105
94574494	83	91	116	118	90	90	119
94574536	58	13	83	86	50	49	100
94574729	70	39	99	101	34	33	95
94574743	73	50	103	105	69	68	108
94574748	87	100	122	123	72	71	109
94574802	85	96	119	120	96	95	124
94574815	53	6	77	79	14	13	83
94574830	65	30	93	95	41	40	97
94575006	72	45	102	104	96	95	123
94575026	67	35	95	97	28	27	90
94575029	81	85	114	115	67	66	107
94575061	86	98	120	121	41	39	96
94575068	63	25	90	92	35	33	95
94575076	75	63	106	107	97	97	122
94575116	75	63	106	107	69	68	108
94575130	84	94	118	119	81	80	113
94575133	66	33	94	96	9	8	80
94575152	74	56	104	106	57	56	103
94575172	86	98	120	121	99	99	121
94575194	60	17	86	88	5	5	75
94575195	85	96	119	120	84	83	115
94575211	86	98	120	121	88	87	118
94575218	49	3	71	74	0	0	47
94575228	47	2	69	72	6	5	78
94575231	84	94	118	119	99	99	120
94575247	81	85	114	115	58	57	104
94575261	81	85	114	115	27	26	90
94575263	85	96	119	120	68	67	108
94575278	81	85	114	115	86	86	116
94575308	60	17	86	88	26	25	89
94575320	65	30	93	95	24	23	88
94575333	82	88	115	116	73	72	109
94575367	996	996	996	996	84	 	114
94575387	86	98	120	121	77	76	111
94575393	82	88	115	116	83	82	114
94575425	66	33	94	96	5	5	76
94575463	75	63	106	107	70	69	109
94575471	85	96	119	120	 	 	 
94575522	63	25	90	92	16	15	84
94575622	996	996	996	996	10	 	82
94575805	62	23	89	91	27	26	92
94575838	79	79	111	113	86	85	115
94575868	64	28	91	93	44	43	98
94575872	86	98	120	121	96	96	119
94575876	85	96	119	120	96	96	120
94575907	73	50	103	105	76	75	111
94575920	73	50	103	105	2	2	65
94575940	72	45	102	104	27	26	89
94575941	64	28	91	93	6	5	78
94575943	86	98	120	121	74	73	111
94575945	64	28	91	93	37	36	95
94575948	80	82	112	114	36	35	95
94575955	78	75	110	111	84	84	115
94575966	76	68	107	109	83	82	114
94575985	80	82	112	114	70	69	108
94575991	69	38	98	100	39	37	96
94576007	73	50	103	105	52	51	101
94576024	65	30	93	95	 	 	 
94576105	72	45	102	104	73	72	110
94576154	69	38	98	100	42	41	97
94576216	83	91	116	118	84	84	115
94576232	79	79	111	113	56	54	103
94576254	64	28	91	93	15	14	84
94576263	70	39	99	101	53	52	102
94576281	65	30	93	95	63	62	105
94576285	64	28	91	93	66	65	106
94576292	50	3	73	75	6	6	76
94576344	64	28	91	93	6	5	78
94576352	82	88	115	116	93	93	118
94576357	59	15	85	87	87	86	116
94576395	71	41	100	102	60	59	105
94576411	72	45	102	104	70	69	108
94576432	61	20	87	90	31	29	93
94576537	78	75	110	111	65	64	106
94576615	77	71	108	110	65	64	107
94576631	84	94	118	119	94	94	119
94576646	65	30	93	95	34	32	94
94576659	83	91	116	118	70	68	107
94576661	71	41	100	102	49	48	100
94576685	75	63	106	107	75	73	110
94576706	73	50	103	105	34	32	94
94576844	68	36	96	98	6	6	80
94576943	65	30	93	95	23	22	88
94576985	74	56	104	106	75	74	111
94576986	75	63	106	107	90	89	120
94577061	72	45	102	104	11	10	81
94577082	81	85	114	115	83	82	114
94577084	83	91	116	118	64	62	105
94577123	86	98	120	121	95	95	125
94577128	85	96	119	120	100	100	131
94577181	74	56	104	106	16	15	85
94577222	80	82	112	114	83	82	114
94577226	996	996	996	996	34	 	94
94577229	77	71	108	110	95	94	125
94577264	55	8	79	82	38	36	95
94577361	74	56	104	106	79	78	113
94577452	996	996	996	996	67	 	107
94577480	79	79	111	113	84	83	115
94577781	66	33	94	96	25	24	89
94577921	83	91	116	118	 	 	 
94577923	86	98	120	121	100	100	126
94577924	80	82	112	114	81	80	113
94577981	75	63	106	107	78	77	112
94578088	77	71	108	110	64	62	105
94578096	78	75	110	111	20	19	88
94578101	74	56	104	106	42	41	97
94578110	75	63	106	107	57	55	103
94578117	57	11	82	84	28	27	91
94578127	79	79	111	113	14	13	84
94578142	62	23	89	91	33	32	94
94578149	78	75	110	111	79	78	112
94578194	86	98	120	121	91	90	117
94578218	57	11	82	84	8	7	79
94578383	61	20	87	90	19	17	86
94578410	76	68	107	109	77	76	111
94578421	75	63	106	107	76	74	110
94578490	76	68	107	109	92	91	119
94578527	56	10	81	83	48	47	99
94578587	0	0	7	9	35	34	95
94578643	73	50	103	105	29	28	93
94578780	69	38	98	100	24	23	88
94578804	53	6	77	79	40	38	96
94578874	77	71	108	110	58	57	103
94578881	52	5	75	78	13	12	87
94578890	80	82	112	114	85	84	114
